date,admin1,temp_max,temp_min,precipitation
2022-09-30,Aleppo,24.1,7.7,0.0
2022-09-30,Damascus,21.6,4.3,0.0
2022-09-30,Homs,20.8,6.7,0.0
2022-09-30,Idlib,21.2,6.1,4.5
2022-09-30,Lattakia,20.6,12.3,11.0
2022-09-30,Hama,23.7,10.4,0.0
2022-09-30,Al-Hasakah,26.6,5.6,0.0
2022-09-30,Deir ez-Zor,25.2,8.0,0.0
2022-10-01,Aleppo,27.8,3.5,0.0
2022-10-01,Damascus,19.8,4.2,0.0
2022-10-01,Homs,19.4,3.1,0.0
2022-10-01,Idlib,26.4,3.1,3.5
2022-10-01,Lattakia,19.9,9.2,0.0
2022-10-01,Hama,27.3,4.5,0.0
2022-10-01,Al-Hasakah,14.8,4.6,0.0
2022-10-01,Deir ez-Zor,24.9,7.8,19.4
2022-10-02,Aleppo,21.6,4.7,0.0
2022-10-02,Damascus,18.8,5.5,0.0
2022-10-02,Homs,21.5,2.5,7.9
2022-10-02,Idlib,22.8,4.1,0.0
2022-10-02,Lattakia,17.4,7.2,0.0
2022-10-02,Hama,22.3,5.3,0.0
2022-10-02,Al-Hasakah,23.2,6.6,0.0
2022-10-02,Deir ez-Zor,20.8,3.2,1.5
2022-10-03,Aleppo,20.5,3.8,0.0
2022-10-03,Damascus,21.2,4.6,0.0
2022-10-03,Homs,14.3,3.0,3.8
2022-10-03,Idlib,25.2,0.5,7.5
2022-10-03,Lattakia,20.2,11.1,14.5
2022-10-03,Hama,22.1,9.5,0.0
2022-10-03,Al-Hasakah,21.5,8.6,0.0
2022-10-03,Deir ez-Zor,28.8,5.1,9.1
2022-10-04,Aleppo,20.6,3.3,0.0
2022-10-04,Damascus,20.4,5.6,0.0
2022-10-04,Homs,14.3,8.5,0.0
2022-10-04,Idlib,24.1,2.7,0.0
2022-10-04,Lattakia,17.1,9.7,0.0
2022-10-04,Hama,22.9,2.2,0.0
2022-10-04,Al-Hasakah,26.7,4.7,0.0
2022-10-04,Deir ez-Zor,27.9,5.5,0.0
2022-10-05,Aleppo,24.9,4.8,4.2
2022-10-05,Damascus,21.4,7.7,0.0
2022-10-05,Homs,13.5,1.0,0.0
2022-10-05,Idlib,19.0,-0.7,15.8
2022-10-05,Lattakia,19.8,9.5,7.2
2022-10-05,Hama,19.4,5.4,1.7
2022-10-05,Al-Hasakah,27.2,8.1,0.0
2022-10-05,Deir ez-Zor,25.7,3.7,10.3
2022-10-06,Aleppo,17.4,8.7,0.0
2022-10-06,Damascus,18.0,6.4,0.0
2022-10-06,Homs,16.8,-1.6,6.4
2022-10-06,Idlib,19.8,1.9,0.0
2022-10-06,Lattakia,19.3,11.7,0.0
2022-10-06,Hama,20.1,5.5,0.0
2022-10-06,Al-Hasakah,27.7,3.0,0.0
2022-10-06,Deir ez-Zor,28.4,3.4,0.0
2022-10-07,Aleppo,20.3,4.7,0.0
2022-10-07,Damascus,19.1,3.8,1.4
2022-10-07,Homs,15.0,2.3,0.0
2022-10-07,Idlib,19.1,1.9,0.0
2022-10-07,Lattakia,22.9,13.8,4.8
2022-10-07,Hama,21.4,8.3,0.0
2022-10-07,Al-Hasakah,20.0,4.6,0.0
2022-10-07,Deir ez-Zor,25.4,2.7,6.3
2022-10-08,Aleppo,20.4,9.8,0.0
2022-10-08,Damascus,14.3,5.4,0.0
2022-10-08,Homs,16.5,0.0,7.9
2022-10-08,Idlib,13.9,5.9,0.0
2022-10-08,Lattakia,20.0,8.3,0.0
2022-10-08,Hama,18.7,-3.2,4.4
2022-10-08,Al-Hasakah,19.9,0.6,0.0
2022-10-08,Deir ez-Zor,20.5,3.8,0.0
2022-10-09,Aleppo,18.8,2.7,0.0
2022-10-09,Damascus,20.0,3.6,0.0
2022-10-09,Homs,21.1,3.4,0.0
2022-10-09,Idlib,20.3,6.3,0.0
2022-10-09,Lattakia,22.1,8.4,31.2
2022-10-09,Hama,18.5,3.5,0.0
2022-10-09,Al-Hasakah,16.7,6.8,0.0
2022-10-09,Deir ez-Zor,29.8,9.3,0.0
2022-10-10,Aleppo,14.1,1.4,0.0
2022-10-10,Damascus,17.4,2.2,2.6
2022-10-10,Homs,12.4,0.9,0.0
2022-10-10,Idlib,16.3,3.3,0.0
2022-10-10,Lattakia,16.1,10.4,0.0
2022-10-10,Hama,19.6,-1.0,6.4
2022-10-10,Al-Hasakah,16.1,6.8,0.0
2022-10-10,Deir ez-Zor,23.8,0.2,4.4
2022-10-11,Aleppo,20.7,4.4,0.0
2022-10-11,Damascus,19.9,-0.6,0.0
2022-10-11,Homs,16.8,2.0,3.5
2022-10-11,Idlib,19.8,0.2,5.4
2022-10-11,Lattakia,18.3,8.6,1.1
2022-10-11,Hama,17.8,4.7,0.0
2022-10-11,Al-Hasakah,20.8,1.7,3.1
2022-10-11,Deir ez-Zor,28.6,0.7,0.0
2022-10-12,Aleppo,14.4,0.2,2.5
2022-10-12,Damascus,19.6,1.6,6.3
2022-10-12,Homs,15.9,2.4,0.0
2022-10-12,Idlib,9.1,0.4,0.0
2022-10-12,Lattakia,19.8,7.3,0.0
2022-10-12,Hama,19.3,4.0,0.0
2022-10-12,Al-Hasakah,22.3,-1.5,0.0
2022-10-12,Deir ez-Zor,21.8,0.6,0.0
2022-10-13,Aleppo,17.3,3.0,0.5
2022-10-13,Damascus,22.2,2.8,0.0
2022-10-13,Homs,13.1,-0.0,0.0
2022-10-13,Idlib,17.4,5.1,5.2
2022-10-13,Lattakia,15.4,8.3,0.0
2022-10-13,Hama,15.5,1.2,0.0
2022-10-13,Al-Hasakah,20.6,2.9,0.0
2022-10-13,Deir ez-Zor,25.2,1.3,0.0
2022-10-14,Aleppo,10.4,-0.8,7.2
2022-10-14,Damascus,15.5,4.1,0.7
2022-10-14,Homs,20.9,2.2,2.0
2022-10-14,Idlib,14.1,0.1,0.5
2022-10-14,Lattakia,17.8,8.3,0.0
2022-10-14,Hama,16.8,-1.0,7.9
2022-10-14,Al-Hasakah,16.1,-0.8,24.3
2022-10-14,Deir ez-Zor,29.3,3.0,5.3
2022-10-15,Aleppo,16.3,3.6,3.6
2022-10-15,Damascus,13.8,-4.9,0.0
2022-10-15,Homs,14.2,0.3,0.0
2022-10-15,Idlib,16.7,1.2,0.0
2022-10-15,Lattakia,16.6,5.6,1.9
2022-10-15,Hama,23.4,4.2,1.5
2022-10-15,Al-Hasakah,16.3,1.0,0.0
2022-10-15,Deir ez-Zor,24.1,3.5,0.0
2022-10-16,Aleppo,19.1,7.0,0.0
2022-10-16,Damascus,17.7,3.5,5.7
2022-10-16,Homs,19.6,-1.7,4.4
2022-10-16,Idlib,11.9,3.7,0.0
2022-10-16,Lattakia,16.0,6.1,0.0
2022-10-16,Hama,19.7,3.0,1.2
2022-10-16,Al-Hasakah,17.5,1.6,0.0
2022-10-16,Deir ez-Zor,18.3,-4.4,0.0
2022-10-17,Aleppo,16.3,-3.6,0.0
2022-10-17,Damascus,16.2,4.0,0.0
2022-10-17,Homs,12.7,-3.1,0.0
2022-10-17,Idlib,18.0,-1.8,0.0
2022-10-17,Lattakia,14.9,4.6,0.0
2022-10-17,Hama,22.1,2.6,0.3
2022-10-17,Al-Hasakah,14.2,2.7,0.0
2022-10-17,Deir ez-Zor,30.8,1.4,0.0
2022-10-18,Aleppo,13.5,-3.8,5.9
2022-10-18,Damascus,12.9,-0.5,0.0
2022-10-18,Homs,12.1,-2.9,3.9
2022-10-18,Idlib,18.5,-3.2,0.0
2022-10-18,Lattakia,12.8,4.6,0.0
2022-10-18,Hama,15.0,0.3,13.2
2022-10-18,Al-Hasakah,14.2,3.2,0.0
2022-10-18,Deir ez-Zor,23.8,-2.2,0.0
2022-10-19,Aleppo,16.9,1.9,0.0
2022-10-19,Damascus,21.9,-3.5,0.0
2022-10-19,Homs,16.5,0.9,9.0
2022-10-19,Idlib,16.1,-2.6,0.0
2022-10-19,Lattakia,16.2,7.2,8.0
2022-10-19,Hama,14.0,-0.4,0.0
2022-10-19,Al-Hasakah,13.2,0.6,6.8
2022-10-19,Deir ez-Zor,23.1,-1.0,0.0
2022-10-20,Aleppo,16.8,3.1,2.0
2022-10-20,Damascus,14.4,-1.9,4.4
2022-10-20,Homs,16.9,1.5,0.0
2022-10-20,Idlib,14.9,-0.6,5.6
2022-10-20,Lattakia,19.6,7.1,0.0
2022-10-20,Hama,14.5,-2.2,0.0
2022-10-20,Al-Hasakah,21.5,-3.3,0.0
2022-10-20,Deir ez-Zor,21.8,2.8,0.0
2022-10-21,Aleppo,14.4,-3.2,0.0
2022-10-21,Damascus,15.4,3.7,0.0
2022-10-21,Homs,13.0,-3.3,0.0
2022-10-21,Idlib,9.4,-2.0,7.8
2022-10-21,Lattakia,18.1,5.5,0.0
2022-10-21,Hama,14.1,4.9,26.5
2022-10-21,Al-Hasakah,14.0,1.3,0.0
2022-10-21,Deir ez-Zor,13.6,1.7,0.5
2022-10-22,Aleppo,15.1,0.7,4.0
2022-10-22,Damascus,17.4,-0.1,0.0
2022-10-22,Homs,13.7,-2.7,1.0
2022-10-22,Idlib,10.4,-2.3,0.0
2022-10-22,Lattakia,13.9,4.6,0.0
2022-10-22,Hama,11.7,5.6,0.0
2022-10-22,Al-Hasakah,15.8,-0.9,3.6
2022-10-22,Deir ez-Zor,20.2,-0.5,0.0
2022-10-23,Aleppo,13.4,4.7,0.0
2022-10-23,Damascus,15.3,0.6,0.0
2022-10-23,Homs,11.7,0.5,0.0
2022-10-23,Idlib,18.9,1.6,0.4
2022-10-23,Lattakia,20.1,2.8,0.0
2022-10-23,Hama,17.6,-2.2,0.0
2022-10-23,Al-Hasakah,12.0,-1.1,0.0
2022-10-23,Deir ez-Zor,23.1,-1.3,19.2
2022-10-24,Aleppo,14.8,-3.6,0.0
2022-10-24,Damascus,19.3,3.6,0.0
2022-10-24,Homs,13.8,-0.2,0.0
2022-10-24,Idlib,7.6,-1.1,3.5
2022-10-24,Lattakia,14.7,1.8,2.2
2022-10-24,Hama,22.2,0.2,0.0
2022-10-24,Al-Hasakah,15.1,2.0,0.0
2022-10-24,Deir ez-Zor,20.2,5.1,7.0
2022-10-25,Aleppo,15.4,-6.3,0.0
2022-10-25,Damascus,14.3,-3.4,0.0
2022-10-25,Homs,11.2,-7.1,0.0
2022-10-25,Idlib,13.8,0.6,0.1
2022-10-25,Lattakia,14.3,1.4,0.0
2022-10-25,Hama,15.2,-4.9,0.0
2022-10-25,Al-Hasakah,13.4,-1.2,6.5
2022-10-25,Deir ez-Zor,17.3,-1.0,0.0
2022-10-26,Aleppo,14.2,-2.2,0.0
2022-10-26,Damascus,12.0,-1.5,0.0
2022-10-26,Homs,13.3,-2.3,0.2
2022-10-26,Idlib,15.2,-4.8,0.0
2022-10-26,Lattakia,18.6,5.9,18.9
2022-10-26,Hama,16.5,3.7,1.1
2022-10-26,Al-Hasakah,11.5,-4.6,0.0
2022-10-26,Deir ez-Zor,25.6,5.1,0.0
2022-10-27,Aleppo,15.3,-1.7,0.0
2022-10-27,Damascus,11.0,-0.6,0.0
2022-10-27,Homs,14.9,-3.3,0.0
2022-10-27,Idlib,12.6,-1.6,0.2
2022-10-27,Lattakia,17.3,3.1,18.2
2022-10-27,Hama,19.4,2.3,0.0
2022-10-27,Al-Hasakah,11.0,2.0,3.9
2022-10-27,Deir ez-Zor,25.4,-0.3,0.0
2022-10-28,Aleppo,13.5,-5.5,0.0
2022-10-28,Damascus,10.1,-3.1,0.6
2022-10-28,Homs,11.8,-4.7,1.8
2022-10-28,Idlib,16.1,0.3,12.0
2022-10-28,Lattakia,14.3,3.1,2.9
2022-10-28,Hama,8.1,-1.0,0.0
2022-10-28,Al-Hasakah,15.3,-5.4,4.0
2022-10-28,Deir ez-Zor,26.2,1.2,0.0
2022-10-29,Aleppo,18.7,-5.1,0.0
2022-10-29,Damascus,11.3,-6.0,6.5
2022-10-29,Homs,16.6,-2.0,0.7
2022-10-29,Idlib,13.2,-2.7,3.9
2022-10-29,Lattakia,13.8,4.7,2.5
2022-10-29,Hama,19.5,-0.5,0.0
2022-10-29,Al-Hasakah,16.4,-3.7,0.0
2022-10-29,Deir ez-Zor,17.5,4.0,0.6
2022-10-30,Aleppo,16.8,-2.8,0.0
2022-10-30,Damascus,12.2,0.1,0.0
2022-10-30,Homs,15.3,-3.7,0.0
2022-10-30,Idlib,10.2,-3.9,4.1
2022-10-30,Lattakia,17.3,4.3,0.0
2022-10-30,Hama,13.8,-2.2,1.1
2022-10-30,Al-Hasakah,12.8,-4.4,0.0
2022-10-30,Deir ez-Zor,18.5,0.8,0.0
2022-10-31,Aleppo,8.3,-4.0,0.0
2022-10-31,Damascus,12.3,-4.1,0.0
2022-10-31,Homs,13.0,-4.0,0.0
2022-10-31,Idlib,12.2,-3.4,0.0
2022-10-31,Lattakia,18.2,7.1,4.3
2022-10-31,Hama,12.3,1.7,1.2
2022-10-31,Al-Hasakah,11.8,-5.2,6.9
2022-10-31,Deir ez-Zor,23.6,0.2,0.0
2022-11-01,Aleppo,11.1,-5.7,0.0
2022-11-01,Damascus,10.0,-0.1,0.0
2022-11-01,Homs,14.6,-5.3,4.9
2022-11-01,Idlib,14.7,-2.8,1.7
2022-11-01,Lattakia,13.1,4.2,2.0
2022-11-01,Hama,11.2,-3.3,3.8
2022-11-01,Al-Hasakah,16.9,-0.4,0.0
2022-11-01,Deir ez-Zor,17.9,1.4,0.0
2022-11-02,Aleppo,9.5,-3.6,0.0
2022-11-02,Damascus,13.2,-0.8,0.0
2022-11-02,Homs,6.4,0.4,3.4
2022-11-02,Idlib,13.4,-3.5,3.6
2022-11-02,Lattakia,17.9,2.5,2.5
2022-11-02,Hama,16.4,-5.9,0.0
2022-11-02,Al-Hasakah,7.8,-3.5,0.0
2022-11-02,Deir ez-Zor,18.3,-2.4,0.0
2022-11-03,Aleppo,11.0,-2.1,0.0
2022-11-03,Damascus,8.6,-7.1,0.0
2022-11-03,Homs,11.6,-5.8,0.0
2022-11-03,Idlib,11.2,-2.0,3.1
2022-11-03,Lattakia,18.1,5.3,6.6
2022-11-03,Hama,7.3,-4.5,4.9
2022-11-03,Al-Hasakah,11.2,-5.5,0.0
2022-11-03,Deir ez-Zor,13.9,6.4,0.0
2022-11-04,Aleppo,14.4,-3.3,0.0
2022-11-04,Damascus,11.5,-4.6,12.5
2022-11-04,Homs,11.6,-4.2,9.1
2022-11-04,Idlib,13.2,-2.8,0.0
2022-11-04,Lattakia,12.0,0.6,0.0
2022-11-04,Hama,13.1,-8.0,0.0
2022-11-04,Al-Hasakah,14.9,-6.2,0.0
2022-11-04,Deir ez-Zor,22.4,-5.1,0.0
2022-11-05,Aleppo,15.5,-9.1,7.7
2022-11-05,Damascus,15.7,-4.6,23.3
2022-11-05,Homs,14.3,-7.4,0.0
2022-11-05,Idlib,15.7,-3.7,0.8
2022-11-05,Lattakia,12.0,0.4,0.5
2022-11-05,Hama,15.6,-4.2,20.8
2022-11-05,Al-Hasakah,11.3,-4.2,2.9
2022-11-05,Deir ez-Zor,19.6,-4.8,0.0
2022-11-06,Aleppo,10.7,-6.5,5.3
2022-11-06,Damascus,12.1,-2.3,0.0
2022-11-06,Homs,9.7,0.6,0.0
2022-11-06,Idlib,7.0,1.9,1.6
2022-11-06,Lattakia,13.1,2.3,0.0
2022-11-06,Hama,12.7,-3.3,0.0
2022-11-06,Al-Hasakah,6.0,-8.8,0.0
2022-11-06,Deir ez-Zor,16.3,-7.4,0.0
2022-11-07,Aleppo,10.5,-4.0,0.0
2022-11-07,Damascus,15.0,-3.9,0.0
2022-11-07,Homs,14.0,-5.7,0.0
2022-11-07,Idlib,7.9,-5.3,11.1
2022-11-07,Lattakia,18.4,8.4,1.3
2022-11-07,Hama,12.1,-2.2,0.0
2022-11-07,Al-Hasakah,10.1,-10.3,0.0
2022-11-07,Deir ez-Zor,18.2,-4.1,0.0
2022-11-08,Aleppo,4.1,-7.8,0.3
2022-11-08,Damascus,9.9,-5.9,0.0
2022-11-08,Homs,14.2,-8.8,4.1
2022-11-08,Idlib,9.0,-5.5,0.0
2022-11-08,Lattakia,13.1,0.6,3.3
2022-11-08,Hama,12.7,-1.6,0.0
2022-11-08,Al-Hasakah,8.7,-5.6,0.0
2022-11-08,Deir ez-Zor,17.3,-3.5,0.0
2022-11-09,Aleppo,9.8,-1.3,0.0
2022-11-09,Damascus,2.2,-0.8,0.0
2022-11-09,Homs,13.2,-2.6,0.0
2022-11-09,Idlib,17.2,-4.2,0.0
2022-11-09,Lattakia,14.9,3.0,4.9
2022-11-09,Hama,13.3,-8.1,0.0
2022-11-09,Al-Hasakah,9.7,-3.2,0.0
2022-11-09,Deir ez-Zor,12.2,-4.8,0.0
2022-11-10,Aleppo,11.7,-5.9,0.0
2022-11-10,Damascus,15.5,-4.8,0.0
2022-11-10,Homs,9.1,-3.1,0.0
2022-11-10,Idlib,12.3,-7.7,0.0
2022-11-10,Lattakia,11.3,0.8,0.0
2022-11-10,Hama,14.3,-2.5,0.0
2022-11-10,Al-Hasakah,10.4,-8.5,0.0
2022-11-10,Deir ez-Zor,16.1,-0.7,1.2
2022-11-11,Aleppo,8.3,-3.1,0.0
2022-11-11,Damascus,8.4,-3.3,0.0
2022-11-11,Homs,7.5,-5.7,1.9
2022-11-11,Idlib,12.9,-2.9,0.0
2022-11-11,Lattakia,13.3,3.4,0.4
2022-11-11,Hama,8.9,-4.3,0.0
2022-11-11,Al-Hasakah,13.2,-4.0,1.6
2022-11-11,Deir ez-Zor,10.6,-7.0,10.8
2022-11-12,Aleppo,9.9,-2.2,0.0
2022-11-12,Damascus,8.5,-3.8,0.0
2022-11-12,Homs,10.9,-5.6,0.0
2022-11-12,Idlib,14.9,-10.2,0.0
2022-11-12,Lattakia,10.2,0.2,26.1
2022-11-12,Hama,7.7,-3.0,0.0
2022-11-12,Al-Hasakah,10.9,-5.7,0.0
2022-11-12,Deir ez-Zor,21.4,-4.4,0.0
2022-11-13,Aleppo,7.1,-8.7,0.0
2022-11-13,Damascus,11.5,-8.5,3.4
2022-11-13,Homs,8.5,-7.5,0.0
2022-11-13,Idlib,15.1,-9.5,1.3
2022-11-13,Lattakia,11.2,1.6,0.0
2022-11-13,Hama,15.6,-8.7,0.0
2022-11-13,Al-Hasakah,14.3,-7.4,0.0
2022-11-13,Deir ez-Zor,11.5,-6.2,0.0
2022-11-14,Aleppo,6.2,-6.1,0.0
2022-11-14,Damascus,12.4,-6.7,0.0
2022-11-14,Homs,1.0,-5.9,1.8
2022-11-14,Idlib,13.1,-2.7,4.8
2022-11-14,Lattakia,12.7,4.8,0.0
2022-11-14,Hama,8.5,-5.9,5.6
2022-11-14,Al-Hasakah,0.1,-10.1,1.5
2022-11-14,Deir ez-Zor,18.8,-8.4,0.0
2022-11-15,Aleppo,15.0,-5.3,16.5
2022-11-15,Damascus,12.4,-7.3,0.0
2022-11-15,Homs,1.3,-7.0,9.7
2022-11-15,Idlib,13.0,-5.4,0.0
2022-11-15,Lattakia,15.2,4.1,2.6
2022-11-15,Hama,10.8,-8.5,0.2
2022-11-15,Al-Hasakah,3.6,-4.4,19.6
2022-11-15,Deir ez-Zor,16.3,-9.5,4.3
2022-11-16,Aleppo,9.9,-7.0,0.0
2022-11-16,Damascus,12.8,-5.9,0.0
2022-11-16,Homs,7.6,-9.8,1.6
2022-11-16,Idlib,12.2,-3.7,0.0
2022-11-16,Lattakia,14.6,6.0,7.2
2022-11-16,Hama,8.3,-4.4,0.0
2022-11-16,Al-Hasakah,6.0,-9.9,0.0
2022-11-16,Deir ez-Zor,14.8,-6.4,0.0
2022-11-17,Aleppo,9.1,-4.8,0.0
2022-11-17,Damascus,9.2,-0.8,0.0
2022-11-17,Homs,12.3,-12.2,0.0
2022-11-17,Idlib,12.3,-8.1,70.7
2022-11-17,Lattakia,13.5,1.0,1.2
2022-11-17,Hama,13.9,-9.2,0.5
2022-11-17,Al-Hasakah,8.5,-7.5,0.0
2022-11-17,Deir ez-Zor,14.1,-1.0,0.8
2022-11-18,Aleppo,7.1,-7.7,0.0
2022-11-18,Damascus,14.3,-9.0,9.4
2022-11-18,Homs,6.7,-5.2,0.0
2022-11-18,Idlib,9.7,-5.1,0.0
2022-11-18,Lattakia,14.7,0.2,1.0
2022-11-18,Hama,13.4,-1.9,4.1
2022-11-18,Al-Hasakah,6.4,-9.2,0.0
2022-11-18,Deir ez-Zor,14.0,-4.1,0.0
2022-11-19,Aleppo,10.2,-3.0,0.0
2022-11-19,Damascus,10.4,-5.0,1.8
2022-11-19,Homs,9.2,-12.8,0.0
2022-11-19,Idlib,5.8,-5.5,2.0
2022-11-19,Lattakia,12.8,1.2,0.0
2022-11-19,Hama,13.7,-9.2,0.0
2022-11-19,Al-Hasakah,9.0,-10.0,2.7
2022-11-19,Deir ez-Zor,18.1,-5.9,0.0
2022-11-20,Aleppo,2.8,-5.3,0.0
2022-11-20,Damascus,12.7,-14.4,0.0
2022-11-20,Homs,5.2,-9.6,0.0
2022-11-20,Idlib,8.6,-4.2,0.0
2022-11-20,Lattakia,15.1,2.3,0.5
2022-11-20,Hama,9.4,-8.5,10.2
2022-11-20,Al-Hasakah,11.5,-9.8,0.0
2022-11-20,Deir ez-Zor,12.0,-4.7,1.9
2022-11-21,Aleppo,10.8,-12.5,0.0
2022-11-21,Damascus,5.7,-2.2,0.0
2022-11-21,Homs,9.6,-6.4,11.0
2022-11-21,Idlib,10.7,-5.6,10.0
2022-11-21,Lattakia,12.8,3.8,0.9
2022-11-21,Hama,15.0,-7.0,0.0
2022-11-21,Al-Hasakah,15.4,-2.9,0.0
2022-11-21,Deir ez-Zor,11.7,-3.2,0.0
2022-11-22,Aleppo,12.8,-8.7,7.0
2022-11-22,Damascus,8.8,-4.1,0.0
2022-11-22,Homs,6.4,-7.6,0.4
2022-11-22,Idlib,8.7,-3.8,0.0
2022-11-22,Lattakia,11.1,-3.5,2.2
2022-11-22,Hama,7.4,-8.2,0.0
2022-11-22,Al-Hasakah,10.3,-8.1,0.0
2022-11-22,Deir ez-Zor,11.6,-2.1,0.0
2022-11-23,Aleppo,10.5,-9.8,0.3
2022-11-23,Damascus,11.0,-5.7,6.1
2022-11-23,Homs,5.0,-8.4,5.3
2022-11-23,Idlib,7.3,-8.5,2.5
2022-11-23,Lattakia,15.3,0.4,0.3
2022-11-23,Hama,9.1,-7.5,0.0
2022-11-23,Al-Hasakah,6.6,-6.4,0.8
2022-11-23,Deir ez-Zor,11.9,-10.1,0.0
2022-11-24,Aleppo,2.0,-9.3,14.5
2022-11-24,Damascus,4.9,-8.0,3.0
2022-11-24,Homs,4.7,-9.8,0.0
2022-11-24,Idlib,11.1,-8.2,0.0
2022-11-24,Lattakia,14.5,4.0,3.1
2022-11-24,Hama,10.1,-6.4,0.0
2022-11-24,Al-Hasakah,9.5,-8.8,0.0
2022-11-24,Deir ez-Zor,7.0,-5.1,0.0
2022-11-25,Aleppo,9.0,-7.2,8.2
2022-11-25,Damascus,9.3,-9.2,0.0
2022-11-25,Homs,6.5,-10.6,0.0
2022-11-25,Idlib,7.2,-7.3,0.0
2022-11-25,Lattakia,12.7,4.4,0.0
2022-11-25,Hama,4.7,-6.0,0.0
2022-11-25,Al-Hasakah,9.2,-5.5,15.1
2022-11-25,Deir ez-Zor,14.4,-5.9,19.7
2022-11-26,Aleppo,11.6,-10.6,0.0
2022-11-26,Damascus,4.6,-10.4,8.9
2022-11-26,Homs,9.2,-10.0,0.0
2022-11-26,Idlib,8.2,-10.7,2.3
2022-11-26,Lattakia,12.5,-0.3,0.0
2022-11-26,Hama,6.4,-5.5,0.0
2022-11-26,Al-Hasakah,3.0,-11.9,0.0
2022-11-26,Deir ez-Zor,14.0,-8.9,0.0
2022-11-27,Aleppo,6.7,-8.4,11.7
2022-11-27,Damascus,6.4,-10.3,0.0
2022-11-27,Homs,4.1,-5.8,2.1
2022-11-27,Idlib,9.6,-7.0,0.2
2022-11-27,Lattakia,12.1,3.0,0.0
2022-11-27,Hama,7.7,-8.4,3.4
2022-11-27,Al-Hasakah,6.4,-7.9,0.0
2022-11-27,Deir ez-Zor,8.3,-6.6,0.0
2022-11-28,Aleppo,6.8,-5.4,0.0
2022-11-28,Damascus,8.2,-9.5,4.7
2022-11-28,Homs,5.2,-7.6,0.0
2022-11-28,Idlib,6.5,-9.9,3.7
2022-11-28,Lattakia,16.7,2.9,7.2
2022-11-28,Hama,6.6,-11.5,0.0
2022-11-28,Al-Hasakah,5.5,-9.2,3.2
2022-11-28,Deir ez-Zor,9.0,-9.4,0.0
2022-11-29,Aleppo,10.8,-8.5,21.2
2022-11-29,Damascus,7.0,-9.1,3.1
2022-11-29,Homs,4.3,-6.8,18.8
2022-11-29,Idlib,5.8,-0.8,0.0
2022-11-29,Lattakia,11.1,0.2,0.0
2022-11-29,Hama,9.4,-6.5,0.0
2022-11-29,Al-Hasakah,4.0,-5.8,0.0
2022-11-29,Deir ez-Zor,13.6,-3.5,0.0
2022-11-30,Aleppo,10.1,-8.9,11.0
2022-11-30,Damascus,1.8,-7.5,0.0
2022-11-30,Homs,4.2,-8.5,0.0
2022-11-30,Idlib,6.3,-10.0,0.0
2022-11-30,Lattakia,14.6,6.1,0.0
2022-11-30,Hama,11.9,-6.6,0.0
2022-11-30,Al-Hasakah,9.7,-8.7,3.9
2022-11-30,Deir ez-Zor,13.4,-4.0,20.8
2022-12-01,Aleppo,5.1,-6.2,3.9
2022-12-01,Damascus,14.0,-6.3,0.0
2022-12-01,Homs,4.4,-8.8,7.2
2022-12-01,Idlib,8.1,-5.4,0.0
2022-12-01,Lattakia,12.0,-0.1,7.2
2022-12-01,Hama,11.3,-9.1,0.0
2022-12-01,Al-Hasakah,2.9,-8.5,2.4
2022-12-01,Deir ez-Zor,14.7,-8.8,0.0
2022-12-02,Aleppo,1.7,-9.6,0.3
2022-12-02,Damascus,8.8,-12.9,0.0
2022-12-02,Homs,9.3,-14.1,1.4
2022-12-02,Idlib,8.6,-5.4,0.0
2022-12-02,Lattakia,14.2,5.5,10.9
2022-12-02,Hama,10.3,-8.9,0.0
2022-12-02,Al-Hasakah,3.1,-10.4,0.0
2022-12-02,Deir ez-Zor,10.3,-6.4,0.0
2022-12-03,Aleppo,7.1,-5.3,0.0
2022-12-03,Damascus,7.9,-9.3,2.6
2022-12-03,Homs,4.0,-15.5,0.3
2022-12-03,Idlib,7.5,-5.5,0.0
2022-12-03,Lattakia,10.5,2.8,9.8
2022-12-03,Hama,3.4,-3.0,0.0
2022-12-03,Al-Hasakah,3.3,-9.9,0.0
2022-12-03,Deir ez-Zor,14.8,-12.4,0.0
2022-12-04,Aleppo,5.6,-12.4,0.0
2022-12-04,Damascus,2.4,-7.1,0.0
2022-12-04,Homs,6.7,-19.7,0.0
2022-12-04,Idlib,2.1,-13.3,3.7
2022-12-04,Lattakia,9.0,-3.4,5.9
2022-12-04,Hama,7.0,-4.9,0.0
2022-12-04,Al-Hasakah,11.0,-11.8,0.0
2022-12-04,Deir ez-Zor,8.4,-6.3,4.3
2022-12-05,Aleppo,4.9,-6.3,0.0
2022-12-05,Damascus,11.0,-9.3,0.0
2022-12-05,Homs,5.2,-13.9,5.8
2022-12-05,Idlib,6.1,-6.5,5.9
2022-12-05,Lattakia,11.6,-0.3,2.7
2022-12-05,Hama,2.2,-11.7,0.0
2022-12-05,Al-Hasakah,4.8,-10.1,0.0
2022-12-05,Deir ez-Zor,8.8,-10.7,0.0
2022-12-06,Aleppo,7.3,-8.1,17.3
2022-12-06,Damascus,3.8,-8.2,0.7
2022-12-06,Homs,8.1,-8.9,0.5
2022-12-06,Idlib,12.5,-7.7,0.6
2022-12-06,Lattakia,13.8,-1.6,0.0
2022-12-06,Hama,10.5,-0.8,0.0
2022-12-06,Al-Hasakah,2.4,-10.7,3.5
